,0,1,2,3,4,5
25,24.,Athul MS,Raider,https://www.prokabaddi.com/teams/u-mumba-profile-5,16,56
26,26.,Deepak Narwal,Raider,https://www.prokabaddi.com/teams/jaipur-pink-panthers-profile-3,17,55
27,27.,Nitin Tomar,Raider,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,13,54
28,27.,Surender Gill,Raider,https://www.prokabaddi.com/teams/up-yoddha-profile-30,15,54
29,29.,Nilesh Salunke,Raider,https://www.prokabaddi.com/teams/jaipur-pink-panthers-profile-3,17,53
30,30.,Sonu Jaglan,Raider,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,15,52
31,30.,Jang Kun Lee,Raider,https://www.prokabaddi.com/teams/patna-pirates-profile-6,14,52
32,32.,Rohit Baliyan,Raider,https://www.prokabaddi.com/teams/u-mumba-profile-5,17,49
33,33.,Rishank Devadiga,Raider,https://www.prokabaddi.com/teams/up-yoddha-profile-30,14,46
34,34.,Suraj Desai,Raider,https://www.prokabaddi.com/teams/telugu-titans-profile-8,12,44
35,35.,Rajnish,Raider,https://www.prokabaddi.com/teams/telugu-titans-profile-8,10,43
36,35.,Monu Goyat,Raider,https://www.prokabaddi.com/teams/up-yoddha-profile-30,10,43
37,35.,More GB,Raider,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,17,43
38,38.,Vijay,All Rounder,https://www.prokabaddi.com/teams/dabang-delhi-kc-profile-2,19,40
39,38.,Sukesh Hegde,Raider,https://www.prokabaddi.com/teams/bengal-warriors-profile-4,13,40
40,40.,Sumit Singh,Raider,https://www.prokabaddi.com/teams/bengaluru-bulls-profile-1,16,36
41,41.,Mohammad Esmaeil Maghsoudlou Mahalli,Raider,https://www.prokabaddi.com/teams/patna-pirates-profile-6,18,35
42,42.,Nitin Rawal,All Rounder,https://www.prokabaddi.com/teams/jaipur-pink-panthers-profile-3,15,32
43,43.,Meraj Sheykh,All Rounder,https://www.prokabaddi.com/teams/dabang-delhi-kc-profile-2,13,30
44,44.,Pawan Kumar Kadian,Raider,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,6,25
45,44.,Farhad Rahimi Milaghardan,All Rounder,https://www.prokabaddi.com/teams/telugu-titans-profile-8,18,25
46,46.,Rakesh Gowda,Raider,https://www.prokabaddi.com/teams/telugu-titans-profile-8,9,22
47,46.,Shabeer Bappu,Raider,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,14,22
48,48.,Sushil Gulia,Raider,https://www.prokabaddi.com/teams/jaipur-pink-panthers-profile-3,7,19
49,48.,Ajinkya Ashok Pawar,Raider,https://www.prokabaddi.com/teams/jaipur-pink-panthers-profile-3,14,19
50,50.,Banty,Raider,https://www.prokabaddi.com/teams/bengaluru-bulls-profile-1,12,18
51,50.,Sandeep Narwal,All Rounder,https://www.prokabaddi.com/teams/u-mumba-profile-5,20,18
52,52.,Amit Kumar,Raider,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,13,17
53,53.,Amit Kumar,All Rounder,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,6,16
54,54.,Sushant Sail,Raider,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,9,12
55,54.,Vikas Jaglan,All Rounder,https://www.prokabaddi.com/teams/patna-pirates-profile-6,20,12
56,56.,Dong Geon Lee,Raider,https://www.prokabaddi.com/teams/u-mumba-profile-5,5,11
57,56.,Sachin Narwal,All Rounder,https://www.prokabaddi.com/teams/jaipur-pink-panthers-profile-3,12,11
58,56.,Selvamani K,Raider,https://www.prokabaddi.com/teams/haryana-steelers-profile-28,7,11
59,56.,Monu,Raider,https://www.prokabaddi.com/teams/patna-pirates-profile-6,20,11
60,60.,Surender Singh,Raider,https://www.prokabaddi.com/teams/up-yoddha-profile-30,4,10
61,61.,Ran Singh,All Rounder,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,19,9
62,61.,Vineet Sharma,Raider,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,11,9
63,61.,Armaan,All Rounder,https://www.prokabaddi.com/teams/telugu-titans-profile-8,6,9
64,64.,Emad Sedaghatnia,Raider,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,2,8
65,64.,Hadi Oshtorak,All Rounder,https://www.prokabaddi.com/teams/patna-pirates-profile-6,20,8
66,66.,Ankit Beniwal,Raider,https://www.prokabaddi.com/teams/telugu-titans-profile-8,6,7
67,66.,Darshan Kadian,Raider,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,7,7
68,68.,Rakesh Narwal,Raider,https://www.prokabaddi.com/teams/bengal-warriors-profile-4,2,6
69,68.,Ankush,Raider,https://www.prokabaddi.com/teams/up-yoddha-profile-30,3,6
70,68.,Victor Onyango Obiero,All Rounder,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,3,6
71,68.,Anand,Raider,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,5,6
72,68.,Vinod Kumar,All Rounder,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,9,6
73,68.,Azad Singh,Raider,https://www.prokabaddi.com/teams/up-yoddha-profile-30,4,6
74,74.,Amit Kumar,All Rounder,https://www.prokabaddi.com/teams/patna-pirates-profile-6,3,5
75,74.,Abolfazl Maghsodloumahali,Raider,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,6,5
76,74.,Harmanjit Singh,Raider,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,4,5
77,74.,Ashish,Raider,https://www.prokabaddi.com/teams/patna-pirates-profile-6,7,5
78,74.,Mohsen Maghsoudloujafari,All Rounder,https://www.prokabaddi.com/teams/up-yoddha-profile-30,11,5
79,74.,Mohit Sehrawat,"Defender, Right Cover",https://www.prokabaddi.com/teams/bengaluru-bulls-profile-1,13,5
80,80.,Gurvinder Singh,Raider,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,2,4
81,80.,Surinder Singh,Defender,https://www.prokabaddi.com/teams/u-mumba-profile-5,20,4
82,80.,Purna Singh,Raider,https://www.prokabaddi.com/teams/patna-pirates-profile-6,7,4
83,80.,Manjeet Chhillar,All Rounder,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,15,4
84,84.,Aman Kadian,Raider,https://www.prokabaddi.com/teams/dabang-delhi-kc-profile-2,3,3
85,84.,Dharmaraj Cheralathan,"Defender, Right And Left Corner",https://www.prokabaddi.com/teams/haryana-steelers-profile-28,18,3
86,84.,Amit Kumar,Raider,https://www.prokabaddi.com/teams/telugu-titans-profile-8,9,3
87,87.,Balram,All Rounder,https://www.prokabaddi.com/teams/dabang-delhi-kc-profile-2,2,2
88,87.,Himanshu,"Defender, Left Corner",https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,3,2
89,87.,C. Arun,"Defender, Left Cover",https://www.prokabaddi.com/teams/telugu-titans-profile-8,18,2
90,87.,Arun Kumar HN,Raider,https://www.prokabaddi.com/teams/haryana-steelers-profile-28,2,2
91,87.,Ajay,Defender,https://www.prokabaddi.com/teams/bengaluru-bulls-profile-1,10,2
92,87.,Sumit,"Defender, Left Corner",https://www.prokabaddi.com/teams/up-yoddha-profile-30,18,2
93,87.,Yashwant Bishnoi,Raider,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,3,2
94,87.,Palle Mallikarjun,Raider,https://www.prokabaddi.com/teams/telugu-titans-profile-8,3,2
95,87.,Lalit Chaudhary,Raider,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,4,2
96,87.,Amit,"Defender, Left Cover",https://www.prokabaddi.com/teams/up-yoddha-profile-30,18,2
97,87.,Fazel Atrachali,"Defender, Left Corner",https://www.prokabaddi.com/teams/u-mumba-profile-5,20,2
98,87.,PO Surjeet Singh,"Defender, Right Cover",https://www.prokabaddi.com/teams/puneri-paltan-profile-7,19,2
99,99.,Chand Singh,"Defender, Left Corner",https://www.prokabaddi.com/teams/haryana-steelers-profile-28,9,1
100,99.,Girish Maruti Ernak,"Defender, Left Corner",https://www.prokabaddi.com/teams/puneri-paltan-profile-7,15,1
101,99.,Saurabh Nandal,"Defender, Left Corner",https://www.prokabaddi.com/teams/bengaluru-bulls-profile-1,19,1
102,99.,Vikas Chhillar,Raider,https://www.prokabaddi.com/teams/haryana-steelers-profile-28,1,1
103,99.,Nitesh Kumar,Defender,https://www.prokabaddi.com/teams/up-yoddha-profile-30,18,1
104,99.,Sandeep Kumar Dhull,"Defender, Left Corner",https://www.prokabaddi.com/teams/jaipur-pink-panthers-profile-3,20,1
105,99.,Amit Hooda,"Defender, Right Corner",https://www.prokabaddi.com/teams/jaipur-pink-panthers-profile-3,14,1
106,99.,Ajinkya Rohidas Kapre,All Rounder,https://www.prokabaddi.com/teams/u-mumba-profile-5,2,1
107,99.,Hemant Chauhan,All Rounder,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,3,1
108,99.,Hadi Tajik,"Defender, Right Corner",https://www.prokabaddi.com/teams/puneri-paltan-profile-7,12,1
109,99.,Abozar Mohajermighani,Defender,https://www.prokabaddi.com/teams/telugu-titans-profile-8,18,1
110,99.,Shubham Shinde,"Defender, Right Corner",https://www.prokabaddi.com/teams/puneri-paltan-profile-7,13,1
111,99.,Ravindra Ramesh Kumawat,Raider,https://www.prokabaddi.com/teams/bengal-warriors-profile-4,3,1
112,99.,Ashish Kumar,All Rounder,https://www.prokabaddi.com/teams/bengaluru-bulls-profile-1,7,1
113,99.,Sunil Kumar,Defender,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,18,1
