,0,1,2,3,4,5
45,44.,Rakesh Gowda,Raider,https://www.prokabaddi.com/teams/telugu-titans-profile-8,9,20
46,46.,Pawan Kumar Kadian,Raider,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,6,19
47,47.,Shabeer Bappu,Raider,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,14,17
48,48.,Ajinkya Ashok Pawar,Raider,https://www.prokabaddi.com/teams/jaipur-pink-panthers-profile-3,14,16
49,49.,Sandeep Narwal,All Rounder,https://www.prokabaddi.com/teams/u-mumba-profile-5,20,14
50,50.,Banty,Raider,https://www.prokabaddi.com/teams/bengaluru-bulls-profile-1,12,13
51,51.,Sushil Gulia,Raider,https://www.prokabaddi.com/teams/jaipur-pink-panthers-profile-3,7,12
52,51.,Amit Kumar,Raider,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,13,12
53,53.,Monu,Raider,https://www.prokabaddi.com/teams/patna-pirates-profile-6,20,9
54,53.,Amit Kumar,All Rounder,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,6,9
55,55.,Sushant Sail,Raider,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,9,8
56,55.,Dong Geon Lee,Raider,https://www.prokabaddi.com/teams/u-mumba-profile-5,5,8
57,57.,Selvamani K,Raider,https://www.prokabaddi.com/teams/haryana-steelers-profile-28,7,7
58,57.,Vikas Jaglan,All Rounder,https://www.prokabaddi.com/teams/patna-pirates-profile-6,20,7
59,57.,Sachin Narwal,All Rounder,https://www.prokabaddi.com/teams/jaipur-pink-panthers-profile-3,12,7
60,60.,Vinod Kumar,All Rounder,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,9,6
61,60.,Armaan,All Rounder,https://www.prokabaddi.com/teams/telugu-titans-profile-8,6,6
62,62.,Ran Singh,All Rounder,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,19,5
63,62.,Surender Singh,Raider,https://www.prokabaddi.com/teams/up-yoddha-profile-30,4,5
64,62.,Harmanjit Singh,Raider,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,4,5
65,62.,Emad Sedaghatnia,Raider,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,2,5
66,62.,Ankit Beniwal,Raider,https://www.prokabaddi.com/teams/telugu-titans-profile-8,6,5
67,67.,Ankush,Raider,https://www.prokabaddi.com/teams/up-yoddha-profile-30,3,4
68,67.,Mohit Sehrawat,"Defender, Right Cover",https://www.prokabaddi.com/teams/bengaluru-bulls-profile-1,13,4
69,67.,Hadi Oshtorak,All Rounder,https://www.prokabaddi.com/teams/patna-pirates-profile-6,20,4
70,67.,Darshan Kadian,Raider,https://www.prokabaddi.com/teams/puneri-paltan-profile-7,7,4
71,67.,Victor Onyango Obiero,All Rounder,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,3,4
72,67.,Mohsen Maghsoudloujafari,All Rounder,https://www.prokabaddi.com/teams/up-yoddha-profile-30,11,4
73,73.,Azad Singh,Raider,https://www.prokabaddi.com/teams/up-yoddha-profile-30,4,3
74,73.,Vineet Sharma,Raider,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,11,3
75,73.,Abolfazl Maghsodloumahali,Raider,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,6,3
76,73.,Rakesh Narwal,Raider,https://www.prokabaddi.com/teams/bengal-warriors-profile-4,2,3
77,73.,Gurvinder Singh,Raider,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,2,3
78,73.,Anand,Raider,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,5,3
79,73.,Purna Singh,Raider,https://www.prokabaddi.com/teams/patna-pirates-profile-6,7,3
80,73.,Ashish,Raider,https://www.prokabaddi.com/teams/patna-pirates-profile-6,7,3
81,73.,Amit Kumar,All Rounder,https://www.prokabaddi.com/teams/patna-pirates-profile-6,3,3
82,82.,Palle Mallikarjun,Raider,https://www.prokabaddi.com/teams/telugu-titans-profile-8,3,2
83,82.,Aman Kadian,Raider,https://www.prokabaddi.com/teams/dabang-delhi-kc-profile-2,3,2
84,82.,Amit Kumar,Raider,https://www.prokabaddi.com/teams/telugu-titans-profile-8,9,2
85,82.,Yashwant Bishnoi,Raider,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,3,2
86,86.,Amit,"Defender, Left Cover",https://www.prokabaddi.com/teams/up-yoddha-profile-30,18,1
87,86.,Arun Kumar HN,Raider,https://www.prokabaddi.com/teams/haryana-steelers-profile-28,2,1
88,86.,Lalit Chaudhary,Raider,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,4,1
89,86.,Ajinkya Rohidas Kapre,All Rounder,https://www.prokabaddi.com/teams/u-mumba-profile-5,2,1
90,86.,Sunil Kumar,Defender,https://www.prokabaddi.com/teams/gujarat-fortunegiants-profile-31,18,1
91,86.,Ravindra Ramesh Kumawat,Raider,https://www.prokabaddi.com/teams/bengal-warriors-profile-4,3,1
92,86.,Surinder Singh,Defender,https://www.prokabaddi.com/teams/u-mumba-profile-5,20,1
93,86.,Fazel Atrachali,"Defender, Left Corner",https://www.prokabaddi.com/teams/u-mumba-profile-5,20,1
94,86.,Hadi Tajik,"Defender, Right Corner",https://www.prokabaddi.com/teams/puneri-paltan-profile-7,12,1
95,86.,PO Surjeet Singh,"Defender, Right Cover",https://www.prokabaddi.com/teams/puneri-paltan-profile-7,19,1
96,86.,Dharmaraj Cheralathan,"Defender, Right And Left Corner",https://www.prokabaddi.com/teams/haryana-steelers-profile-28,18,1
97,86.,C. Arun,"Defender, Left Cover",https://www.prokabaddi.com/teams/telugu-titans-profile-8,18,1
98,86.,Himanshu,"Defender, Left Corner",https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,3,1
99,86.,Shubham Shinde,"Defender, Right Corner",https://www.prokabaddi.com/teams/puneri-paltan-profile-7,13,1
100,86.,Hemant Chauhan,All Rounder,https://www.prokabaddi.com/teams/tamil-thalaivas-profile-29,3,1
101,86.,Sumit,"Defender, Left Corner",https://www.prokabaddi.com/teams/up-yoddha-profile-30,18,1
102,86.,Ajay,Defender,https://www.prokabaddi.com/teams/bengaluru-bulls-profile-1,10,1
103,86.,Chand Singh,"Defender, Left Corner",https://www.prokabaddi.com/teams/haryana-steelers-profile-28,9,1
104,86.,Vikas Chhillar,Raider,https://www.prokabaddi.com/teams/haryana-steelers-profile-28,1,1
105,86.,Balram,All Rounder,https://www.prokabaddi.com/teams/dabang-delhi-kc-profile-2,2,1
106,86.,Saurabh Nandal,"Defender, Left Corner",https://www.prokabaddi.com/teams/bengaluru-bulls-profile-1,19,1
